web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751406479-205;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4830864;Chaussures Homme;20 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4830864_uploaded_image1_1720368319.jpg""); width: 612px;"
1751406484-206;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4830990;Chaussures Homme;Prix sur demande;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4830990_uploaded_image2_1720375082.jpeg""); width: 533px;"
1751406489-207;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Timberland;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-4832190;Chaussures Homme;Prix sur demande;Diamalaye 1, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4832190_uploaded_image1_1720441343.jpg""); width: 577px;"
1751406496-208;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Adidas;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-4832196;Chaussures Homme;Prix sur demande;Diamalaye 1, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4832196_uploaded_image2_1720441457.jpeg""); width: 577px;"
1751406501-209;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Babouches homme;https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-4794651;Chaussures Homme;12 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4794651_uploaded_image2_1718311762.jpeg""); width: 637px;"
1751406507-210;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Babouches homme;https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-4794649;Chaussures Homme;12 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4794649_uploaded_image2_1718311660.jpeg""); width: 637px;"
1751406512-211;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Babouches;https://sn.coinafrique.com/annonce/chaussures-homme/babouches-4794658;Chaussures Homme;12 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4794658_uploaded_image1_1718312219.jpg""); width: 637px;"
1751406517-212;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4833330;Chaussures Homme;9 000 CFA;Mbao, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4833330_uploaded_image1_1720483927.jpg""); width: 373px;"
1751406525-213;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4833336;Chaussures Homme;4 000 CFA;Mbao, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4833336_uploaded_image2_1720484464.jpeg""); width: 373px;"
1751406541-214;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Nul pied homme;https://sn.coinafrique.com/annonce/chaussures-homme/nul-pied-homme-4833339;Chaussures Homme;6 000 CFA;Mbao, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4833339_uploaded_image2_1720484668.jpeg""); width: 373px;"
1751406547-215;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4833341;Chaussures Homme;5 000 CFA;Mbao, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4833341_uploaded_image1_1720484788.jpg""); width: 373px;"
1751406566-216;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Babouches  homme;https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-4833343;Chaussures Homme;5 000 CFA;Mbao, Dakar, Sénégal;
1751406575-217;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4794902;Chaussures Homme;7 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4794902_uploaded_image2_1718331133.jpeg""); width: 637px;"
1751406579-218;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4792026;Chaussures Homme;Prix sur demande;Yoff, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4792026_uploaded_image1_1718190886.jpg""); width: 484px;"
1751406584-219;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Nocta Hot step 2;https://sn.coinafrique.com/annonce/chaussures-homme/nocta-hot-step-2-4834432;Chaussures Homme;Prix sur demande;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4834432_uploaded_image1_1720535149.jpg""); width: 547px;"
1751406589-220;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4836420;Chaussures Homme;35 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4836420_uploaded_image1_1720626949.jpg""); width: 550px;"
1751406595-221;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Adidas A1;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-a1-4839274;Chaussures Homme;Prix sur demande;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4839274_uploaded_image1_1720766904.jpg""); width: 547px;"
1751406601-222;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4839283;Chaussures Homme;Prix sur demande;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4839283_uploaded_image2_1720767205.jpeg""); width: 547px;"
1751406606-223;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Adidas;https://sn.coinafrique.com/annonce/chaussures-homme/adidas-4839293;Chaussures Homme;Prix sur demande;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4839293_uploaded_image1_1720767417.jpg""); width: 547px;"
1751406615-224;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Travis scott;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-travis-scott-4840020;Chaussures Homme;29 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4840020_uploaded_image2_1720792855.jpeg""); width: 548px;"
1751406619-225;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Baskets Nike Dunk Low Ucla;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-dunk-low-ucla-4844092;Chaussures Homme;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4844092_uploaded_image1_1721055195.jpg""); width: 535px;"
1751406623-226;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Marakech;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-marakech-4845656;Chaussures Homme;5 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4845656_uploaded_image1_1721133120.jpg""); width: 548px;"
1751406651-227;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Balenciaga;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balenciaga-4847356;Chaussures Homme;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4847356_uploaded_image2_1721217747.jpeg""); width: 601px;"
1751406659-228;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Baskets Air Force 1;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-1-4847357;Chaussures Homme;15 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4847357_uploaded_image2_1721217800.jpeg""); width: 601px;"
1751406663-229;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Crocs homme;https://sn.coinafrique.com/annonce/chaussures-homme/crocs-homme-4847360;Chaussures Homme;10 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4847360_uploaded_image1_1721217902.jpg""); width: 601px;"
1751406669-230;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Sandales homme;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-4851391;Chaussures Homme;8 000 CFA;Colobane, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4851391_uploaded_image2_1721411737.jpeg""); width: 507px;"
1751406675-231;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4851563;Chaussures Homme;25 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4851563_uploaded_image2_1721419286.jpeg""); width: 533px;"
1751406679-232;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4852556;Chaussures Homme;30 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4852556_uploaded_image1_1721485420.jpg""); width: 550px;"
1751406684-233;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Baskets homme et femme,;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-et-femme-4852890;Chaussures Homme;300 CFA;Fann, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4852890_uploaded_image1_1721497183.jpg""); width: 523px;"
1751406690-234;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Baskets homme;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4852898;Chaussures Homme;3 500 CFA;Fann, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4852898_uploaded_image1_1721497358.jpg""); width: 523px;"
1751406696-235;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Crocs homme;https://sn.coinafrique.com/annonce/chaussures-homme/crocs-homme-4853336;Chaussures Homme;15 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4853336_uploaded_image2_1721528494.jpeg""); width: 501px;"
1751406703-236;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures  homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4804841;Chaussures Homme;9 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4804841_uploaded_image2_1719007142.jpeg""); width: 484px;"
1751406711-237;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4804837;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4804837_uploaded_image2_1719007070.jpeg""); width: 407px;"
1751406727-238;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4804843;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4804843_uploaded_image2_1719007230.jpeg""); width: 484px;"
1751406735-239;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4804849;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4804849_uploaded_image2_1719007525.jpeg""); width: 484px;"
1751406741-240;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Sandale Orthopédique;https://sn.coinafrique.com/annonce/chaussures-homme/sandale-orthopedique-4854494;Chaussures Homme;15 000 CFA;Cambérène, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4854494_uploaded_image2_1721623721.jpeg""); width: 620px;"
1751406745-241;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures cuir;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4855187;Chaussures Homme;7 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4855187_uploaded_image1_1721654881.jpg""); width: 655px;"
1751406749-242;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures  homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4855197;Chaussures Homme;7 300 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4855197_uploaded_image1_1721655145.jpg""); width: 655px;"
1751406754-243;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Nike Sixe 40 41 42 43 44 45;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-sixe-40-41-42-43-44-45-4855430;Chaussures Homme;17 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4855430_uploaded_image1_1721662465.jpg""); width: 552px;"
1751406759-244;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Adidas;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-4856004;Chaussures Homme;30 000 CFA;Ouest Foire, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4856004_uploaded_image1_1721689214.jpg""); width: 373px;"
1751406763-245;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures de ville;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-4856558;Chaussures Homme;25 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4856558_uploaded_image1_1721729891.jpg""); width: 601px;"
1751406769-246;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures Air Force 1;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-force-1-4856564;Chaussures Homme;15 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4856564_uploaded_image2_1721729956.jpeg""); width: 601px;"
1751406776-247;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures  en cuir;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-4807391;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807391_uploaded_image2_1719186932.jpeg""); width: 484px;"
1751406781-248;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807389;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807389_uploaded_image1_1719186873.jpg""); width: 484px;"
1751406806-249;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807388;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807388_uploaded_image2_1719186819.jpeg""); width: 484px;"
1751406809-250;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807387;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807387_uploaded_image1_1719186785.jpg""); width: 484px;"
1751406811-251;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807385;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807385_uploaded_image1_1719186728.jpg""); width: 484px;"
1751406816-252;https://sn.coinafrique.com/categorie/chaussures-homme?page=13;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807395;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807395_uploaded_image1_1719187119.jpg""); width: 484px;"
1751406840-253;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807394;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807394_uploaded_image2_1719187060.jpeg""); width: 484px;"
1751406844-254;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807392;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807392_uploaded_image1_1719187020.jpg""); width: 484px;"
1751406853-255;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807364;Chaussures Homme;16 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807364_uploaded_image2_1719184985.jpeg""); width: 399px;"
1751406861-256;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807368;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807368_uploaded_image2_1719185063.jpeg""); width: 484px;"
1751406867-257;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807374;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807374_uploaded_image2_1719185324.jpeg""); width: 407px;"
1751406872-258;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4807365;Chaussures Homme;9 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4807365_uploaded_image1_1719185020.jpg""); width: 484px;"
1751406883-259;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures Orthopédiques;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-4857646;Chaussures Homme;17 000 CFA;Yoff, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4857646_uploaded_image1_1721768518.jpg""); width: 385px;"
1751406909-260;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures en daim;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-daim-4809054;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4809054_uploaded_image2_1719271443.jpeg""); width: 484px;"
1751406916-261;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4809063;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4809063_uploaded_image2_1719271741.jpeg""); width: 484px;"
1751406921-262;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4809062;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4809062_uploaded_image1_1719271678.jpg""); width: 484px;"
1751406926-263;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4809069;Chaussures Homme;18 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4809069_uploaded_image2_1719271950.jpeg""); width: 399px;"
1751406933-264;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4809065;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4809065_uploaded_image2_1719271792.jpeg""); width: 484px;"
1751406939-265;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Sandales Orthopédiques;https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-4859651;Chaussures Homme;12 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4859651_uploaded_image2_1721869663.jpeg""); width: 563px;"
1751406944-266;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures  cuir;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-4860209;Chaussures Homme;12 000 CFA;Cambérène, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4860209_uploaded_image1_1721906457.jpg""); width: 410px;"
1751406950-267;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4812708;Chaussures Homme;13 500 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4812708_uploaded_image2_1719441309.jpeg""); width: 484px;"
1751406955-268;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814461;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814461_uploaded_image1_1719529702.jpg""); width: 407px;"
1751406961-269;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Wallabess homme;https://sn.coinafrique.com/annonce/chaussures-homme/wallabess-homme-4814459;Chaussures Homme;16 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814459_uploaded_image2_1719529656.jpeg""); width: 484px;"
1751406966-270;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814467;Chaussures Homme;18 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814467_uploaded_image2_1719529824.jpeg""); width: 407px;"
1751406973-271;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814469;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814469_uploaded_image1_1719529894.jpg""); width: 484px;"
1751406978-272;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814458;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814458_uploaded_image1_1719529604.jpg""); width: 484px;"
1751406982-273;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814466;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814466_uploaded_image1_1719529784.jpg""); width: 484px;"
1751407020-274;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814472;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814472_uploaded_image2_1719530017.jpeg""); width: 484px;"
1751407023-275;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814484;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814484_uploaded_image1_1719530392.jpg""); width: 484px;"
1751407028-276;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814481;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814481_uploaded_image1_1719530279.jpg""); width: 484px;"
1751407034-277;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Mocassins  homme;https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4814488;Chaussures Homme;13 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814488_uploaded_image2_1719530551.jpeg""); width: 484px;"
1751407040-278;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814485;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814485_uploaded_image2_1719530467.jpeg""); width: 484px;"
1751407044-279;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4814504;Chaussures Homme;20 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4814504_uploaded_image1_1719531327.jpg""); width: 484px;"
1751407049-280;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-4864005;Chaussures Homme;18 000 CFA;Mbao, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4864005_uploaded_image1_1722108986.jpg""); width: 479px;"
1751407054-281;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures All Converse original;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-converse-original-4864164;Chaussures Homme;23 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4864164_uploaded_image2_1722118919.jpeg""); width: 424px;"
1751407059-282;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures homme;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4867622;Chaussures Homme;Prix sur demande;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4867622_uploaded_image1_1722345369.jpg""); width: 536px;"
1751407063-283;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Baskets Nike Kaws;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-kaws-4870653;Chaussures Homme;12 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4870653_uploaded_image1_1722495375.jpg""); width: 417px;"
1751407069-284;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures de ville;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-4870670;Chaussures Homme;25 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4870670_uploaded_image2_1722495900.jpeg""); width: 539px;"
1751407078-285;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures  orthopédiques confortable;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-confortable-4870978;Chaussures Homme;15 000 CFA;Cambérène, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4870978_uploaded_image2_1722506874.jpeg""); width: 620px;"
1751407083-286;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Chaussures de ville Timberland;https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-timberland-4871427;Chaussures Homme;Prix sur demande;Diamalaye 1, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4871427_uploaded_image1_1722517497.jpg""); width: 577px;"
1751407088-287;https://sn.coinafrique.com/categorie/chaussures-homme?page=12;Baskets;https://sn.coinafrique.com/annonce/chaussures-homme/baskets-4871474;Chaussures Homme;30 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/4871474_uploaded_image1_1722519253.jpg""); width: 533px;"
